condition_family,condition,icd_10_cm_code,icd_10_cm_description,condition_column_name
Autoimmune Disease,Rheumatoid Arthritis,M08232,"Juvenile rheumatoid arthritis with systemic onset, left wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08239,"Juvenile rheumatoid arthritis with systemic onset, unspecified wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08241,"Juvenile rheumatoid arthritis with systemic onset, right hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08242,"Juvenile rheumatoid arthritis with systemic onset, left hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08249,"Juvenile rheumatoid arthritis with systemic onset, unspecified hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08251,"Juvenile rheumatoid arthritis with systemic onset, right hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08252,"Juvenile rheumatoid arthritis with systemic onset, left hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08259,"Juvenile rheumatoid arthritis with systemic onset, unspecified hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08261,"Juvenile rheumatoid arthritis with systemic onset, right knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08262,"Juvenile rheumatoid arthritis with systemic onset, left knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08269,"Juvenile rheumatoid arthritis with systemic onset, unspecified knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08271,"Juvenile rheumatoid arthritis with systemic onset, right ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08272,"Juvenile rheumatoid arthritis with systemic onset, left ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08279,"Juvenile rheumatoid arthritis with systemic onset, unspecified ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0828,"Juvenile rheumatoid arthritis with systemic onset, vertebrae",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0829,"Juvenile rheumatoid arthritis with systemic onset, multiple sites",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M082A,"Juvenile rheumatoid arthritis with systemic onset, other specified site",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M083,Juvenile rheumatoid polyarthritis (seronegative),rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0840,"Pauciarticular juvenile rheumatoid arthritis, unspecified site",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08411,"Pauciarticular juvenile rheumatoid arthritis, right shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08412,"Pauciarticular juvenile rheumatoid arthritis, left shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08419,"Pauciarticular juvenile rheumatoid arthritis, unspecified shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08421,"Pauciarticular juvenile rheumatoid arthritis, right elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08422,"Pauciarticular juvenile rheumatoid arthritis, left elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08429,"Pauciarticular juvenile rheumatoid arthritis, unspecified elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08431,"Pauciarticular juvenile rheumatoid arthritis, right wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08432,"Pauciarticular juvenile rheumatoid arthritis, left wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08439,"Pauciarticular juvenile rheumatoid arthritis, unspecified wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08441,"Pauciarticular juvenile rheumatoid arthritis, right hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08442,"Pauciarticular juvenile rheumatoid arthritis, left hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08449,"Pauciarticular juvenile rheumatoid arthritis, unspecified hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08451,"Pauciarticular juvenile rheumatoid arthritis, right hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08452,"Pauciarticular juvenile rheumatoid arthritis, left hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08459,"Pauciarticular juvenile rheumatoid arthritis, unspecified hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08461,"Pauciarticular juvenile rheumatoid arthritis, right knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08462,"Pauciarticular juvenile rheumatoid arthritis, left knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08469,"Pauciarticular juvenile rheumatoid arthritis, unspecified knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08471,"Pauciarticular juvenile rheumatoid arthritis, right ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08472,"Pauciarticular juvenile rheumatoid arthritis, left ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08479,"Pauciarticular juvenile rheumatoid arthritis, unspecified ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0848,"Pauciarticular juvenile rheumatoid arthritis, vertebrae",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M084A,"Pauciarticular juvenile rheumatoid arthritis, other specified site",rheumatoid_arthritis
Autoimmune Disease,Lupus,L93,Lupus erythematosus,lupus
Autoimmune Disease,Lupus,L930,Discoid lupus erythematosus,lupus
Autoimmune Disease,Lupus,L931,Subacute cutaneous lupus erythematosus,lupus
Autoimmune Disease,Lupus,L932,Other local lupus erythematosus,lupus
Autoimmune Disease,Lupus,M32,Systemic lupus erythematosus (SLE),lupus
Autoimmune Disease,Lupus,M320,Drug-induced systemic lupus erythematosus,lupus
Autoimmune Disease,Lupus,M321,Systemic lupus erythematosus with organ or system involvement,lupus
Autoimmune Disease,Lupus,M3210,"Systemic lupus erythematosus, organ or system involvement unspecified",lupus
Autoimmune Disease,Lupus,M3211,Endocarditis in systemic lupus erythematosus,lupus
Autoimmune Disease,Lupus,M3212,Pericarditis in systemic lupus erythematosus,lupus
Autoimmune Disease,Lupus,M3213,Lung involvement in systemic lupus erythematosus,lupus
Autoimmune Disease,Lupus,M3214,Glomerular disease in systemic lupus erythematosus,lupus
Autoimmune Disease,Lupus,M3215,Tubulo-interstitial nephropathy in systemic lupus erythematosus,lupus
Autoimmune Disease,Lupus,M3219,Other organ or system involvement in systemic lupus erythematosus,lupus
Autoimmune Disease,Lupus,M328,Other forms of systemic lupus erythematosus,lupus
Autoimmune Disease,Lupus,M329,"Systemic lupus erythematosus, unspecified",lupus
Cardiovascular Disease,Heart Failure,I110,Hypertensive heart disease with heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I130,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",heart_failure
Cardiovascular Disease,Heart Failure,I132,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",heart_failure
Cardiovascular Disease,Heart Failure,I420,Dilated cardiomyopathy,heart_failure
Cardiovascular Disease,Heart Failure,I425,Other restrictive cardiomyopathy,heart_failure
Cardiovascular Disease,Heart Failure,I426,Alcoholic cardiomyopathy,heart_failure
Cardiovascular Disease,Heart Failure,I427,Cardiomyopathy due to drug and external agent,heart_failure
Cardiovascular Disease,Heart Failure,I428,Other cardiomyopathies,heart_failure
Cardiovascular Disease,Heart Failure,I43,Cardiomyopathy in diseases classified elsewhere,heart_failure
Cardiovascular Disease,Heart Failure,I501,"Left ventricular failure, unspecified",heart_failure
Cardiovascular Disease,Heart Failure,I5020,Unspecified systolic (congestive) heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I5021,Acute systolic (congestive) heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I5022,Chronic systolic (congestive) heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I5023,Acute on chronic systolic (congestive) heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I5030,Unspecified diastolic (congestive) heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I5031,Acute diastolic (congestive) heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I5032,Chronic diastolic (congestive) heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I5033,Acute on chronic diastolic (congestive) heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I5040,Unspecified combined systolic (congestive) and diastolic (congestive) heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I5041,Acute combined systolic (congestive) and diastolic (congestive) heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I5042,Chronic combined systolic (congestive) and diastolic (congestive) heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I5043,Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I50810,"Right heart failure, unspecified",heart_failure
Cardiovascular Disease,Heart Failure,I50811,Acute right heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I50812,Chronic right heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I50813,Acute on chronic right heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I50814,Right heart failure due to left heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I5082,Biventricular heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I5083,High output heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I5084,End stage heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I5089,Other heart failure,heart_failure
Cardiovascular Disease,Heart Failure,I509,"Heart failure, unspecified",heart_failure
Cardiovascular Disease,Atrial Fibrillation,I480,Paroxysmal atrial fibrillation,atrial_fibrillation
Cardiovascular Disease,Atrial Fibrillation,I481,Persistent atrial fibrillation,atrial_fibrillation
Cardiovascular Disease,Atrial Fibrillation,I4811,Longstanding persistent atrial fibrillation,atrial_fibrillation
Cardiovascular Disease,Atrial Fibrillation,I4819,Other persistent atrial fibrillation,atrial_fibrillation
Cardiovascular Disease,Atrial Fibrillation,I482,Chronic atrial fibrillation,atrial_fibrillation
Cardiovascular Disease,Atrial Fibrillation,I4820,"Chronic atrial fibrillation, unspecified",atrial_fibrillation
Cardiovascular Disease,Atrial Fibrillation,I4821,Permanent atrial fibrillation,atrial_fibrillation
Cardiovascular Disease,Atrial Fibrillation,I483,Typical atrial flutter,atrial_fibrillation
Cardiovascular Disease,Atrial Fibrillation,I484,Atypical atrial flutter,atrial_fibrillation
Cardiovascular Disease,Atrial Fibrillation,I4891,Unspecified atrial fibrillation,atrial_fibrillation
Cardiovascular Disease,Atherosclerosis,I2510,Atherosclerotic heart disease of native coronary artery without angina pectoris,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25110,Atherosclerotic heart disease of native coronary artery with unstable angina pectoris,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25111,Atherosclerotic heart disease of native coronary artery with angina pectoris with documented spasm,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25118,Atherosclerotic heart disease of native coronary artery with other forms of angina pectoris,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25119,Atherosclerotic heart disease of native coronary artery with unspecified angina pectoris,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I253,Aneurysm of heart,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I2541,Coronary artery aneurysm,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I2542,Coronary artery dissection,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I255,Ischemic cardiomyopathy,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I256,Silent myocardial ischemia,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25700,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with unstable angina pectoris",atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25701,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with angina pectoris with documented spasm",atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25708,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with other forms of angina pectoris",atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25710,Atherosclerosis of autologous vein coronary artery bypass graft(s) with unstable angina pectoris,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25711,Atherosclerosis of autologous vein coronary artery bypass graft(s) with angina pectoris with documented spasm,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25718,Atherosclerosis of autologous vein coronary artery bypass graft(s) with other forms of angina pectoris,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25719,Atherosclerosis of autologous vein coronary artery bypass graft(s) with unspecified angina pectoris,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25720,Atherosclerosis of autologous artery coronary artery bypass graft(s) with unstable angina pectoris,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25721,Atherosclerosis of autologous artery coronary artery bypass graft(s) with angina pectoris with documented spasm,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25728,Atherosclerosis of autologous artery coronary artery bypass graft(s) with other forms of angina pectoris,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25729,Atherosclerosis of autologous artery coronary artery bypass graft(s) with unspecified angina pectoris,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25730,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with unstable angina pectoris,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25731,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with angina pectoris with documented spasm,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25738,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with other forms of angina pectoris,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25739,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with unspecified angina pectoris,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25750,Atherosclerosis of native coronary artery of transplanted heart with unstable angina,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25751,Atherosclerosis of native coronary artery of transplanted heart with angina pectoris with documented spasm,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25758,Atherosclerosis of native coronary artery of transplanted heart with other forms of angina pectoris,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25759,Atherosclerosis of native coronary artery of transplanted heart with unspecified angina pectoris,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25760,Atherosclerosis of bypass graft of coronary artery of transplanted heart with unstable angina,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25761,Atherosclerosis of bypass graft of coronary artery of transplanted heart with angina pectoris with documented spasm,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25768,Atherosclerosis of bypass graft of coronary artery of transplanted heart with other forms of angina pectoris,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25769,Atherosclerosis of bypass graft of coronary artery of transplanted heart with unspecified angina pectoris,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25790,Atherosclerosis of other coronary artery bypass graft(s) with unstable angina pectoris,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25791,Atherosclerosis of other coronary artery bypass graft(s) with angina pectoris with documented spasm,atherosclerosis
Cardiovascular Disease,Atherosclerosis,I25798,Atherosclerosis of other coronary artery bypass graft(s) with other forms of angina pectoris,atherosclerosis
